alma_id,title,date,publisher,format,genre,lds03,placename,place_id,feature_type_code,longitude,latitude,trove_note,trove_url,id
9938582673607636,Ferntree Gully Belgrave star mail.,2020-,Healesville Vic. : Paul Thomas for the Star News Group Pty Ltd,volumes : colour illustrations ; 41 cm,Newspapers,Australia--Victoria--Belgrave | Australia--Victoria--Monbulk | Australia--Victoria--Tecoma | Australia--Victoria--Ferntree Gully | Australia--Victoria--Healesville,Belgrave,100327.0,LOCB,145.3558034,-37.912054,,,a9938582673607636
9938582673607636,Ferntree Gully Belgrave star mail.,2020-,Healesville Vic. : Paul Thomas for the Star News Group Pty Ltd,volumes : colour illustrations ; 41 cm,Newspapers,Australia--Victoria--Belgrave | Australia--Victoria--Monbulk | Australia--Victoria--Tecoma | Australia--Victoria--Ferntree Gully | Australia--Victoria--Healesville,Monbulk,102105.0,LOCB,145.425235,-37.8750144,,,a9938582673607636
9938582673607636,Ferntree Gully Belgrave star mail.,2020-,Healesville Vic. : Paul Thomas for the Star News Group Pty Ltd,volumes : colour illustrations ; 41 cm,Newspapers,Australia--Victoria--Belgrave | Australia--Victoria--Monbulk | Australia--Victoria--Tecoma | Australia--Victoria--Ferntree Gully | Australia--Victoria--Healesville,Tecoma,102973.0,LOCB,145.3418184,-37.9068224,,,a9938582673607636
9938582673607636,Ferntree Gully Belgrave star mail.,2020-,Healesville Vic. : Paul Thomas for the Star News Group Pty Ltd,volumes : colour illustrations ; 41 cm,Newspapers,Australia--Victoria--Belgrave | Australia--Victoria--Monbulk | Australia--Victoria--Tecoma | Australia--Victoria--Ferntree Gully | Australia--Victoria--Healesville,Ferntree Gully,101165.0,LOCB,145.2820852,-37.8861615,,,a9938582673607636
9938582673607636,Ferntree Gully Belgrave star mail.,2020-,Healesville Vic. : Paul Thomas for the Star News Group Pty Ltd,volumes : colour illustrations ; 41 cm,Newspapers,Australia--Victoria--Belgrave | Australia--Victoria--Monbulk | Australia--Victoria--Tecoma | Australia--Victoria--Ferntree Gully | Australia--Victoria--Healesville,Healesville,101443.0,LOCB,145.5458653,-37.6494272,,,a9938582673607636
9937278313607636,Domain review (Stonnington & Boroondara) | Domain review.,2018-2024,"Melbourne, Vic. : Domain Group",volumes : colour illustrations ; 31 cm.,Newspapers,Australia--Victoria--Stonnington | Australia--Victoria--Boroondara | Australia--Victoria--Melbourne | Australia--Victoria--Camberwell | Australia--Victoria--Prahran,Stonnington City,25282.0,LGA,145.0345892,-37.8573479,,,a9937278313607636
9937278313607636,Domain review (Stonnington & Boroondara) | Domain review.,2018-2024,"Melbourne, Vic. : Domain Group",volumes : colour illustrations ; 31 cm.,Newspapers,Australia--Victoria--Stonnington | Australia--Victoria--Boroondara | Australia--Victoria--Melbourne | Australia--Victoria--Camberwell | Australia--Victoria--Prahran,Boroondara,3045.0,PRSH,145.0676448,-37.8129035,,,a9937278313607636
9937278313607636,Domain review (Stonnington & Boroondara) | Domain review.,2018-2024,"Melbourne, Vic. : Domain Group",volumes : colour illustrations ; 31 cm.,Newspapers,Australia--Victoria--Stonnington | Australia--Victoria--Boroondara | Australia--Victoria--Melbourne | Australia--Victoria--Camberwell | Australia--Victoria--Prahran,Melbourne,102000.0,LOCB,144.9739942,-37.8242884,,,a9937278313607636
9937278313607636,Domain review (Stonnington & Boroondara) | Domain review.,2018-2024,"Melbourne, Vic. : Domain Group",volumes : colour illustrations ; 31 cm.,Newspapers,Australia--Victoria--Stonnington | Australia--Victoria--Boroondara | Australia--Victoria--Melbourne | Australia--Victoria--Camberwell | Australia--Victoria--Prahran,Camberwell,100632.0,LOCB,145.0729552,-37.8390545,,,a9937278313607636
9937278313607636,Domain review (Stonnington & Boroondara) | Domain review.,2018-2024,"Melbourne, Vic. : Domain Group",volumes : colour illustrations ; 31 cm.,Newspapers,Australia--Victoria--Stonnington | Australia--Victoria--Boroondara | Australia--Victoria--Melbourne | Australia--Victoria--Camberwell | Australia--Victoria--Prahran,Prahran,102553.0,LOCB,145.002358,-37.8515283,,,a9937278313607636
9936418643607636,The Murchison advertiser.,1956-1962,Rushworth Victoria : Rushworth Printing Company,volumes : illustrations ; 44 cm,Newspapers,Australia--Victoria--Rushworth | Australia--Victoria--Murchison | Australia--Victoria--Waranga | Australia--Victoria--Goulburn | Australia--Victoria--Rodney,Rushworth,102671.0,LOCB,145.00058,-36.5941394,,,a9936418643607636
9936418643607636,The Murchison advertiser.,1956-1962,Rushworth Victoria : Rushworth Printing Company,volumes : illustrations ; 44 cm,Newspapers,Australia--Victoria--Rushworth | Australia--Victoria--Murchison | Australia--Victoria--Waranga | Australia--Victoria--Goulburn | Australia--Victoria--Rodney,Murchison,102225.0,LOCB,145.1802658,-36.6229502,,,a9936418643607636
9936418643607636,The Murchison advertiser.,1956-1962,Rushworth Victoria : Rushworth Printing Company,volumes : illustrations ; 44 cm,Newspapers,Australia--Victoria--Rushworth | Australia--Victoria--Murchison | Australia--Victoria--Waranga | Australia--Victoria--Goulburn | Australia--Victoria--Rodney,Waranga,103221.0,LOCB,145.06833,-36.491711,,,a9936418643607636
9936418643607636,The Murchison advertiser.,1956-1962,Rushworth Victoria : Rushworth Printing Company,volumes : illustrations ; 44 cm,Newspapers,Australia--Victoria--Rushworth | Australia--Victoria--Murchison | Australia--Victoria--Waranga | Australia--Victoria--Goulburn | Australia--Victoria--Rodney,Goulburn,10536.0,PRSH,146.249589,-37.5551258,,,a9936418643607636
9936418643607636,The Murchison advertiser.,1956-1962,Rushworth Victoria : Rushworth Printing Company,volumes : illustrations ; 44 cm,Newspapers,Australia--Victoria--Rushworth | Australia--Victoria--Murchison | Australia--Victoria--Waranga | Australia--Victoria--Goulburn | Australia--Victoria--Rodney,Rodney,22870.0,CNTY,145.00126,-36.498459,,,a9936418643607636
9933486073607636,"Heidelberg news and Greensborough, Eltham and Diamond Creek chronicle (Online) | The Heidelberg news and Greensborough, Eltham and Diamond Creek chronicle.",1916-1918,Canberra National Library of Australia,1 online resource : illustrations.,Newspapers,Australia--Victoria--Heidelberg | Australia--Victoria--Greensborough | Australia--Victoria--Eltham | Australia--Victoria--Diamond Creek | Australia--Victoria--Ivanhoe,Heidelberg,101454.0,LOCB,145.0699463,-37.7513593,Online @ Trove - Digitised newspapers,http://nla.gov.au/nla.news-title325,a9933486073607636
